Annual Turnover,Cuisine,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Ambience,Lively,Service,Comfortablility,Privacy,Years Since Opening,City_Clean,Country,City_Tier
10000000,"turkish,sapnish",Noida,Near Party Hub,2004-07-15,51.0,Not Specific,48.0,0,1,1,0,1,2.0,Caffee,Arabian,1,0,8,2,3,3,7,8.0,4.0,7.0,6,5,6,7,21.05133470225873,noida,India,Tier 1
51000000,"turkish,sapnish",Noida,Near Party Hub,2010-08-27,79.6,Tier A Celebrity,73.2,1,1,1,1,1,2.0,Bar,Greek,2,1,8,5,6,6,9,7.0,,4.0,7,5,5,6,14.934976043805612,noida,India,Tier 1
30000000,"chinese,salvadorian",Indore,Near Party Hub,2008-12-03,63.4,Not Specific,63.0,1,1,1,0,1,2.0,Bar,Greek,2,0,8,3,3,3,6,10.0,,6.0,4,1,3,4,16.6652977412731,indore,India,Tier 2
48000000,"peruvian,cuban",mysore,Near Party Hub,2008-12-01,86.53,Not Specific,71.55,1,1,0,0,1,2.0,Bar,Arabian,3,0,7,5,5,4,5,10.0,4.0,6.0,8,6,2,7,16.670773442847366,mysore,India,Tier 2
17000000,"tibetan,italian",-1,Near Business Hub,2008-04-05,76.18,Not Specific,86.33,1,1,0,1,1,2.0,Bar,Arabian,3,0,8,4,5,3,6,10.0,4.0,7.0,9,5,6,9,17.32785763175907,unknown,Unknown,Other
34000000,"tibetan,greek",Hyderabad,Near Party Hub,2010-04-13,91.43,Tier A Celebrity,74.0,1,1,1,1,1,2.0,Bar,Arabian,3,1,5,6,4,5,7,6.0,4.0,7.0,7,4,2,6,15.307323750855579,hyderabad,India,Tier 1
64000000,"japanese,thai",Bangalore,Near Party Hub,2006-04-19,,Not Specific,71.3,1,1,1,1,1,2.0,Bar,90's,2,0,9,4,6,6,6,9.0,5.0,6.0,5,5,3,8,19.290896646132786,bangalore,India,Tier 1
33000000,"tibetan,greek",Chennai,Near Party Hub,2011-01-08,76.17,Not Specific,72.0,1,1,1,0,1,2.0,Bar,Arabian,3,0,5,5,5,6,9,9.0,5.0,7.0,5,2,6,3,14.568104038329912,chennai,India,Tier 1
22500000,"tibetan,greek",THANE,Near Party Hub,2009-12-20,82.4,Tier A Celebrity,72.0,0,1,1,1,1,2.0,Bar,Greek,2,0,3,4,5,5,10,7.0,,6.0,7,6,5,8,15.619438740588638,thane,India,Tier 3
18000000,"welsh,thai",Noida,Near Party Hub,2004-07-01,58.0,Not Specific,57.6,1,1,1,1,1,2.0,Bar,Arabian,2,0,6,2,3,3,6,6.0,3.0,8.0,8,4,4,6,21.089664613278575,noida,India,Tier 1
44000000,"polish,jewish",Bangalore,Near Business Hub,2009-09-23,79.0,Tier A Celebrity,83.4,1,1,1,1,1,2.0,Bar,Greek,3,0,7,5,4,5,10,7.0,,7.0,8,6,4,6,15.860369609856264,bangalore,India,Tier 1
30500000,"tibetan,greek",Bangalore,Near Business Hub,2009-09-10,90.04,Not Specific,75.16,1,1,1,1,1,2.0,Bar,Greek,3,0,6,5,4,6,10,8.0,4.0,6.0,7,4,4,5,15.89596167008898,bangalore,India,Tier 1
50000000,"tibetan,greek",Gurgaon,Near Business Hub,2010-04-18,76.0,Tier A Celebrity,76.6,1,1,1,1,1,2.0,Bar,Arabian,3,0,8,5,6,4,6,9.0,5.0,1.0,6,6,4,7,15.293634496919918,gurgaon,India,Tier 1
27000000,"tibetan,italian",Mysore,Near Party Hub,2007-10-11,60.4,Tier A Celebrity,60.0,1,1,1,0,1,2.0,Bar,Greek,2,0,4,3,4,3,7,10.0,,6.0,7,4,5,8,17.812457221081452,mysore,India,Tier 2
30000000,"indian,irish",Noida,Near Party Hub,2012-01-25,74.23,Not Specific,77.77,0,1,1,1,1,2.0,Bar,Arabian,3,0,5,4,4,4,9,9.0,5.0,7.0,9,5,4,8,13.522245037645447,noida,India,Tier 1
65000000,"tibetan,italian",Maharajganj,Near Party Hub,2007-04-21,59.8,Tier A Celebrity,60.25,1,1,1,1,1,2.0,Bar,Nature,2,0,2,5,5,4,6,6.0,,7.0,9,7,1,8,18.286105407255306,maharajganj,India,Tier 3
31500000,"japanese,thai",-1,Near Business Hub,2010-02-01,,Tier A Celebrity,89.6,1,1,1,1,1,2.0,Bar,Greek,2,0,1,5,5,3,5,8.0,3.0,6.0,4,7,7,8,15.501711156741958,unknown,Unknown,Other
30000000,"japanese,thai",Kolkata,Near Party Hub,2011-03-15,,Tier A Celebrity,86.4,1,1,1,1,1,2.0,Bar,Chinese,2,0,1,6,3,5,8,9.0,3.0,7.0,6,7,5,5,14.387405886379192,kolkata,India,Tier 1
32000000,"chinese,salvadorian",New Delhi,Near Party Hub,2011-01-14,84.2,Tier A Celebrity,67.0,1,1,1,0,0,2.0,Bar,Greek,2,0,10,4,3,5,10,9.0,4.0,4.0,9,5,5,6,14.55167693360712,new delhi,India,Tier 1
18000000,"indian,irish",Thiruvananthapuram,Near Party Hub,2009-05-05,86.4,Tier A Celebrity,80.4,1,1,1,0,1,2.0,Bar,Arabian,2,0,1,5,5,6,6,10.0,4.0,8.0,8,4,2,7,16.246406570841888,thiruvananthapuram,India,Tier 2
65000000,"turkish,nigerian",Noida,Near Party Hub,2007-11-03,60.0,Not Specific,59.0,1,1,1,1,0,2.0,Bar,Arabian,2,0,1,5,5,4,7,10.0,4.0,5.0,6,3,2,1,17.749486652977414,noida,India,Tier 1
12000000,"tibetan,italian",Punchkula,Near Party Hub,2011-11-10,60.8,Not Specific,63.0,1,1,1,1,1,2.0,Bar,90's,2,1,4,4,4,3,5,6.0,3.0,7.0,4,6,3,6,13.730321697467488,panchkula,India,Tier 3
32500000,"tibetan,greek",Greater Noida,Near Party Hub,2011-01-05,82.8,Tier A Celebrity,73.6,1,1,1,1,1,2.0,Bar,Arabian,2,1,8,5,4,5,7,10.0,5.0,6.0,7,6,1,6,14.576317590691307,noida,India,Tier 1
35000000,"tibetan,greek",Bangalore,Near Party Hub,2010-04-15,82.6,Tier A Celebrity,63.6,1,1,1,1,1,2.0,Bar,90's,3,0,1,5,5,5,9,10.0,4.0,8.0,5,1,1,6,15.301848049281315,bangalore,India,Tier 1
20500000,"algerian,algerian",Hyderabad,Near Business Hub,2011-03-22,74.0,Not Specific,61.1,1,1,0,0,0,2.0,Bar,Arabian,3,1,5,5,4,2,10,6.0,2.0,9.0,7,6,0,8,14.368240930869268,hyderabad,India,Tier 1
30000000,"irish,belgian",Bhubaneshwar,Near Party Hub,2008-10-05,89.8,Not Specific,66.6,0,1,0,1,0,2.0,Bar,Greek,1,0,7,5,2,4,10,,,5.0,6,6,6,7,16.826830937713893,bhubaneswar,India,Tier 2
32500000,"tibetan,italian",Pune ,Near Business Hub,2011-06-26,,Not Specific,86.8,1,1,1,0,1,2.0,Bar,Greek,3,1,8,5,5,6,9,,3.0,8.0,7,4,1,4,14.105407255304586,pune,India,Tier 1
10500000,"algerian,korean",-1,Near Party Hub,2011-07-01,64.66,Not Specific,63.0,1,1,1,0,1,2.0,Bar,90's,2,0,3,3,4,4,9,9.0,4.0,7.0,4,1,2,3,14.091718001368925,unknown,Unknown,Other
25000000,"japanese,thai",Greater Noida,Near Party Hub,2008-05-07,78.0,Tier A Celebrity,77.0,1,1,1,1,1,2.0,Bar,Greek,2,0,4,5,5,5,6,9.0,2.0,6.0,7,1,2,9,17.240246406570844,noida,India,Tier 1
34000000,"tibetan,greek",Gurgaon,Near Party Hub,2008-11-22,77.8,Tier A Celebrity,79.6,1,1,1,1,1,1.0,Bar,90's,3,1,9,5,4,4,7,10.0,4.0,4.0,7,6,5,6,16.695414099931554,gurgaon,India,Tier 1
19500000,"polish,jewish",coimbatore,Near Party Hub,2010-04-29,79.6,Not Specific,87.58,1,1,1,1,1,2.0,Bar,90's,0,0,5,3,3,2,7,6.0,2.0,8.0,8,5,6,7,15.263518138261464,coimbatore,India,Tier 2
32000000,"algerian,belgian",Noida,Near Party Hub,2010-11-08,89.5,Tier A Celebrity,81.4,1,1,1,1,0,2.0,Bar,Nature,2,0,5,7,5,5,8,10.0,,7.0,7,3,2,7,14.735112936344969,noida,India,Tier 1
36000000,"british,japanese",Noida,Near Party Hub,2010-05-31,81.2,Tier A Celebrity,76.4,1,1,1,1,1,2.0,Bar,Nature,3,0,4,7,6,6,7,10.0,,10.0,8,7,0,9,15.175906913073238,noida,India,Tier 1
14500000,"japanese,thai",-1,Near Party Hub,2011-06-25,80.0,Not Specific,89.0,1,1,1,1,1,2.0,Bar,Arabian,2,1,3,3,5,4,8,7.0,2.0,8.0,7,4,1,4,14.108145106091717,unknown,Unknown,Other
10000000,"turkish,sapnish",Mysore,Near Party Hub,2012-01-12,78.0,Not Specific,62.0,1,1,1,1,1,2.0,Bar,Delicio,2,0,6,5,4,4,9,10.0,4.0,2.0,6,4,4,3,13.557837097878165,mysore,India,Tier 2
32500000,"algerian,belgian",Dhanbad,Near Party Hub,2005-01-10,72.0,Tier A Celebrity,62.0,1,1,0,1,1,2.0,Bar,Greek,1,1,9,3,3,4,10,7.0,2.0,7.0,7,4,3,10,20.56125941136208,dhanbad,India,Tier 2
38500000,"algerian,belgian",-1,Near Party Hub,2011-06-08,,Tier A Celebrity,66.66,1,1,1,1,1,2.0,Bar,Chinese,2,0,5,5,4,4,6,7.0,,7.0,7,5,4,6,14.154688569472963,unknown,Unknown,Other
12000000,"british,japanese",Noida,Near Party Hub,2010-09-23,60.0,Not Specific,47.0,1,1,1,1,0,2.0,Bar,90's,1,0,4,3,4,3,5,8.0,3.0,8.0,6,5,4,7,14.861054072553046,noida,India,Tier 1
23500000,"indian,irish",Mumbai,Near Business Hub,2011-02-04,91.12,Not Specific,72.0,0,1,1,0,0,2.0,Bar,Arabian,3,1,2,4,4,5,10,9.0,4.0,9.0,10,8,0,6,14.494182067077345,mumbai,India,Tier 1
61500000,"polish,jewish",Noida,Near Party Hub,2012-08-10,80.0,Not Specific,77.2,1,1,0,0,1,2.0,Bar,90's,3,0,3,4,6,8,8,9.0,6.0,3.0,5,5,6,3,12.980150581793293,noida,India,Tier 1
10500000,"turkish,sapnish",Hyderabad,Near Party Hub,2010-10-29,73.08,Not Specific,71.2,1,1,0,1,0,2.0,Bar,Greek,2,1,6,4,4,4,7,8.0,3.0,5.0,5,6,4,3,14.76249144421629,hyderabad,India,Tier 1
29000000,"welsh,thai",Bangalore,Near Business Hub,2009-05-04,88.6,Tier A Celebrity,78.0,1,1,1,1,1,2.0,Bar,Arabian,4,1,3,4,5,6,9,6.0,4.0,7.0,6,4,6,7,16.249144421629023,bangalore,India,Tier 1
14500000,"welsh,thai",Lucknow,Near Party Hub,2010-11-14,72.0,Tier A Celebrity,54.0,1,1,1,0,0,2.0,Bar,Arabian,2,0,9,3,5,4,10,8.0,3.0,4.0,6,6,4,6,14.718685831622176,lucknow,India,Tier 2
30500000,"tibetan,greek",Noida,Near Party Hub,2010-03-20,,Tier A Celebrity,80.0,0,1,1,1,1,,Bar,Greek,2,0,3,6,5,6,7,6.0,,9.0,5,4,0,6,15.373032169746748,noida,India,Tier 1
27500000,"welsh,thai",Noida,Near Business Hub,2011-07-13,78.33,Tier A Celebrity,67.6,1,1,1,1,1,2.0,Bar,Arabian,2,0,4,5,6,6,9,8.0,4.0,10.0,9,7,0,10,14.05886379192334,noida,India,Tier 1
18000000,"cuban,british",Hyderabad,Near Party Hub,2008-05-07,81.33,Not Specific,91.9,1,1,1,1,1,2.0,Bar,Parsi,3,1,10,3,2,5,7,10.0,2.0,6.0,5,4,2,6,17.240246406570844,hyderabad,India,Tier 1
14000000,"turkish,nigerian",-1,Near Business Hub,2006-02-14,,Tier A Celebrity,67.6,1,1,1,1,1,2.0,Bar,Greek,4,0,4,4,4,5,8,10.0,,6.0,6,4,5,5,19.46611909650924,unknown,Unknown,Other
12000000,"turkish,nigerian",Trivandrum,Near Party Hub,2009-11-11,75.0,Tier A Celebrity,80.0,0,1,1,1,0,2.0,Bar,Greek,2,0,3,5,5,7,10,,4.0,6.0,7,3,1,6,15.72621492128679,thiruvananthapuram,India,Tier 2
32000000,"british,japanese",Bhubaneswar,Near Party Hub,2010-03-30,73.0,Not Specific,63.1,1,1,1,1,0,,Bar,Chinese,3,0,2,3,4,5,9,7.0,,8.0,10,6,3,7,15.345653661875428,bhubaneswar,India,Tier 2
40500000,"tibetan,greek",Hyderabad,Near Party Hub,2008-05-12,77.0,Tier A Celebrity,60.2,1,1,1,1,1,2.0,Bar,90's,2,0,1,5,4,5,6,8.0,4.0,6.0,2,5,7,3,17.22655715263518,hyderabad,India,Tier 1
32500000,"tibetan,italian",Pune,Near Party Hub,2011-12-21,78.0,Tier A Celebrity,76.6,1,1,1,1,1,1.0,Bar,90's,3,0,4,5,5,5,8,9.0,5.0,6.0,6,5,2,7,13.618069815195073,pune,India,Tier 1
34000000,"indian,irish",Kolkata,Near Party Hub,2011-03-26,87.0,Not Specific,79.0,0,1,1,1,0,2.0,Bar,Arabian,3,1,1,5,6,4,5,8.0,4.0,1.0,0,0,1,0,14.35728952772074,kolkata,India,Tier 1
22500000,"algerian,algerian",Gurgaon,Near Business Hub,2008-10-03,72.0,Tier A Celebrity,69.0,1,1,1,1,1,2.0,Bar,Arabian,3,0,9,5,3,3,9,7.0,3.0,8.0,7,5,3,8,16.83230663928816,gurgaon,India,Tier 1
20000000,"polish,jewish",kolkata,Near Party Hub,2009-10-07,73.0,Not Specific,61.0,1,1,1,1,1,2.0,Bar,Arabian,1,0,2,5,3,3,5,10.0,4.0,,9,6,3,8,15.822039698836413,kolkata,India,Tier 1
22500000,"algerian,korean",New Delhi,Near Party Hub,2010-01-12,78.0,Not Specific,72.0,1,1,1,1,1,2.0,Bar,90's,2,0,7,5,5,5,7,8.0,4.0,9.0,9,5,2,9,15.5564681724846,new delhi,India,Tier 1
33500000,"japanese,thai",Chennai,Near Party Hub,2011-07-17,73.0,Not Specific,68.46,1,1,1,1,1,,Bar,90's,2,0,8,4,4,5,7,9.0,5.0,5.0,8,4,5,6,14.047912388774812,chennai,India,Tier 1
35000000,"turkish,sapnish",Noida,Near Party Hub,2010-06-30,,Tier A Celebrity,85.2,1,1,1,1,0,1.0,Bar,Greek,3,1,4,6,6,7,8,7.0,,4.0,9,2,0,9,15.093771389459274,noida,India,Tier 1
24000000,"turkish,sapnish",-1,Near Party Hub,2009-05-20,79.0,Tier A Celebrity,72.0,1,1,1,1,1,1.0,Bar,Greek,3,1,7,5,4,6,10,7.0,4.0,9.0,10,7,3,8,16.205338809034906,unknown,Unknown,Other
65000000,"british,japanese",mumbai,Near Business Hub,2008-10-10,89.7,Not Specific,89.6,1,1,1,1,1,1.0,Gastro Bar,Chinese,4,0,1,6,5,6,10,9.0,,4.0,8,2,5,8,16.813141683778234,mumbai,India,Tier 1
43500000,"tibetan,greek",Gandhi Nagar,Near Party Hub,2009-05-17,85.0,Tier A Celebrity,64.0,0,1,1,1,0,2.0,Bar,Nature,2,0,10,4,5,5,9,8.0,,7.0,8,7,3,8,16.213552361396303,gandhinagar,India,Tier 3
37500000,"tibetan,greek",Noida,Near Party Hub,2012-03-23,85.8,Tier A Celebrity,78.4,1,1,0,1,0,,Bar,Arabian,3,1,9,5,5,3,7,9.0,4.0,9.0,9,0,0,5,13.363449691991786,noida,India,Tier 1
27500000,"turkish,nigerian",Chennai,Near Party Hub,2011-10-21,87.4,Tier A Celebrity,82.2,0,1,0,0,1,2.0,Bar,Arabian,3,0,6,3,5,3,9,7.0,3.0,8.0,8,7,3,8,13.78507871321013,chennai,India,Tier 1
23500000,"tibetan,greek",Hyderabad,Near Party Hub,2009-04-09,92.66,Not Specific,95.6,1,1,1,0,0,2.0,Bar,Arabian,3,0,7,4,3,5,9,9.0,5.0,8.0,8,6,2,8,16.317590691307323,hyderabad,India,Tier 1
45500000,"tibetan,italian",Pune,Near Party Hub,2010-12-11,76.87,Not Specific,81.33,1,1,1,1,0,2.0,Bar,Arabian,3,0,4,3,5,5,10,9.0,,7.0,7,7,4,7,14.64476386036961,pune,India,Tier 1
11000000,"tibetan,greek",Una,Near Business Hub,2012-04-10,70.0,Tier A Celebrity,70.0,1,1,0,1,1,2.0,Bar,Molino,2,0,4,4,4,4,8,10.0,,6.0,9,7,2,10,13.314168377823409,una,India,Tier 3
18000000,"swedish,greek",Hyderabad ,Near Party Hub,2012-01-15,91.3,Not Specific,88.9,1,1,0,1,1,2.0,Bar,Arabian,3,1,1,5,5,5,10,8.0,4.0,4.0,8,5,3,7,13.54962354551677,hyderabad,India,Tier 1
43000000,"welsh,thai",Chennai,Near Party Hub,2010-07-26,,Not Specific,82.75,0,1,1,1,1,2.0,Bar,Greek,2,0,6,5,4,6,7,8.0,3.0,7.0,8,5,0,6,15.02258726899384,chennai,India,Tier 1
45000000,"tibetan,greek",Bangalore,Near Business Hub,2010-04-29,76.2,Tier A Celebrity,72.6,1,1,0,1,1,2.0,Bar,Arabian,3,0,6,5,6,4,8,9.0,5.0,6.0,7,4,4,5,15.263518138261464,bangalore,India,Tier 1
24000000,"turkish,nigerian",New Delhi,Near Business Hub,2010-10-23,77.78,Tier A Celebrity,66.67,1,1,1,1,1,,Bar,Greek,3,0,10,6,5,5,7,9.0,,7.0,7,4,3,7,14.778918548939084,new delhi,India,Tier 1
65000000,"british,japanese",Pune,Near Party Hub,2007-01-31,,Not Specific,67.0,1,0,1,0,1,2.0,Caffee,Arabian,3,1,3,4,5,6,8,9.0,5.0,7.0,9,8,2,8,18.50513347022587,pune,India,Tier 1
12000000,"welsh,thai",Kolkata,Near Business Hub,2008-06-19,81.33,Not Specific,78.4,0,1,0,1,0,2.0,Caffee,Arabian,3,1,7,3,5,5,9,10.0,4.0,10.0,5,7,4,5,17.12251882272416,kolkata,India,Tier 1
30000000,"british,belgian",Bangalore,Near Party Hub,2008-04-16,65.6,Tier A Celebrity,70.2,1,1,1,1,1,2.0,Bar,90's,3,1,2,5,5,5,9,10.0,6.0,6.0,6,7,2,7,17.297741273100616,bangalore,India,Tier 1
18000000,"indian,irish",New Delhi,Near Party Hub,2010-11-11,65.8,Tier A Celebrity,76.8,1,1,1,1,0,2.0,Bar,Chinese,3,0,3,4,4,4,8,9.0,,8.0,6,0,5,4,14.726899383983573,new delhi,India,Tier 1
7000000,"british,japanese",Kolkata,Near Party Hub,2011-02-23,67.75,Not Specific,61.5,1,1,0,1,1,2.0,Bar,Arabian,3,1,7,4,3,2,7,10.0,4.0,5.0,7,4,5,5,14.442162902121835,kolkata,India,Tier 1
30000000,"tibetan,greek",Pune,Near Business Hub,2011-09-09,91.6,Not Specific,88.9,1,1,0,1,1,2.0,Bar,Greek,3,0,9,4,5,5,5,6.0,3.0,6.0,8,4,7,7,13.900068446269678,pune,India,Tier 1
21500000,"indian,irish",Daman and Diu,Near Party Hub,2011-01-03,78.66,Not Specific,70.6,1,1,0,1,1,2.0,Bar,Greek,3,0,9,4,4,5,8,,,6.0,7,3,5,7,14.581793292265571,daman and diu,India,Tier 3
45000000,"tibetan,italian",Noida,Near Party Hub,2009-03-10,,Tier A Celebrity,79.4,1,1,1,0,1,,Bar,Greek,2,0,4,5,5,5,8,8.0,,3.0,3,1,5,4,16.399726214921287,noida,India,Tier 1
18000000,"chinese,salvadorian",New Delhi,Near Party Hub,2007-05-19,78.4,Tier A Celebrity,61.8,0,1,1,0,1,2.0,Bar,Greek,2,0,1,5,4,6,5,7.0,,8.0,8,6,5,6,18.209445585215605,new delhi,India,Tier 1
24000000,"polish,jewish",New Delhi,Near Party Hub,2008-07-28,61.0,Not Specific,48.0,1,1,1,0,1,2.0,Bar,90's,2,0,4,5,5,4,5,6.0,3.0,4.0,4,5,2,7,17.01574264202601,new delhi,India,Tier 1
41000000,"japanese,thai",Hyderabad,Near Party Hub,2009-10-01,91.5,Not Specific,95.5,1,1,1,1,1,2.0,Bar,Arabian,5,0,1,5,6,5,8,9.0,6.0,8.0,9,6,4,7,15.838466803559205,hyderabad,India,Tier 1
30000000,"welsh,thai",mohali,Near Party Hub,2009-09-08,75.0,Not Specific,67.0,1,1,1,0,1,2.0,Caffee,Arabian,3,0,4,5,5,4,5,9.0,6.0,2.0,7,5,6,6,15.901437371663244,mohali,India,Tier 3
30500000,"indian,irish",-1,Near Party Hub,2009-03-27,90.4,Tier A Celebrity,79.0,1,1,1,0,1,2.0,Bar,Arabian,3,0,2,5,5,6,10,9.0,5.0,5.0,7,3,4,4,16.35318275154004,unknown,Unknown,Other
21500000,"chinese,salvadorian",Chennai,Near Party Hub,2010-04-06,81.2,Not Specific,80.7,1,1,1,1,1,2.0,Bar,90's,3,0,5,5,4,2,7,7.0,3.0,10.0,9,4,0,6,15.326488706365502,chennai,India,Tier 1
20000000,"indian,irish",Hyderabad,Near Party Hub,2011-04-01,58.6,Not Specific,60.4,0,1,0,0,1,2.0,Bar,Nature,3,1,10,3,3,3,9,8.0,,3.0,7,5,3,4,14.340862422997947,hyderabad,India,Tier 1
30000000,"algerian,belgian",Gurgaon,Near Party Hub,2012-01-11,77.0,Tier A Celebrity,77.14,1,1,1,1,1,2.0,Bar,Nature,3,1,2,5,4,5,8,6.0,,8.0,5,6,4,9,13.560574948665298,gurgaon,India,Tier 1
55000000,"welsh,thai",Mumbai,Near Party Hub,2005-07-14,82.2,Not Specific,74.0,0,1,0,1,1,1.0,Bar,Greek,2,1,9,5,4,4,8,9.0,,4.0,8,5,2,6,20.05475701574264,mumbai,India,Tier 1
3500000,"tibetan,italian",Gurgaon,Near Business Hub,2008-08-11,,Not Specific,75.2,1,1,1,0,1,2.0,Bar,90's,3,0,6,4,4,5,5,9.0,5.0,1.0,7,5,4,4,16.97741273100616,gurgaon,India,Tier 1
35000000,"tibetan,greek",New Delhi,Near Party Hub,2009-06-15,82.0,Tier A Celebrity,81.2,1,1,1,1,0,,Bar,Arabian,3,1,7,5,6,8,6,10.0,6.0,5.0,9,5,1,8,16.134154688569474,new delhi,India,Tier 1
50000000,"japanese,thai",Mysore,Near Party Hub,2008-07-01,,Tier A Celebrity,80.8,1,1,1,0,1,1.0,Bar,Petit,3,1,2,5,6,6,5,8.0,,6.0,9,4,5,7,17.089664613278575,mysore,India,Tier 2
24000000,"turkish,sapnish",chennai,Near Party Hub,2012-06-01,81.0,Not Specific,88.88,1,1,0,1,0,,Bar,Chinese,3,0,8,5,4,3,5,9.0,,7.0,5,5,5,5,13.17180013689254,chennai,India,Tier 1
38500000,"british,japanese",Gurgaon,Near Party Hub,2009-05-19,90.1,Tier A Celebrity,87.0,0,1,0,1,0,1.0,Bar,Greek,3,1,8,6,6,7,5,9.0,5.0,5.0,7,2,3,4,16.20807665982204,gurgaon,India,Tier 1
10500000,"polish,jewish",HYDERABAD,Near Party Hub,2011-12-28,86.17,Not Specific,83.9,1,1,1,1,1,2.0,Bar,Greek,2,1,7,4,4,4,5,7.0,3.0,8.0,7,6,6,7,13.598904859685147,hyderabad,India,Tier 1
44000000,"tibetan,greek",Gurgaon,Near Party Hub,2008-03-18,91.4,Tier A Celebrity,86.0,1,1,1,1,1,,Gastro Bar,Arabian,5,0,1,6,6,6,9,9.0,6.0,4.0,8,2,4,5,17.377138945927445,gurgaon,India,Tier 1
20000000,"turkish,nigerian",GURGOAN,Near Party Hub,2010-07-20,83.89,Tier A Celebrity,67.0,1,1,1,1,1,2.0,Bar,Greek,4,0,10,4,5,5,9,8.0,4.0,10.0,7,6,0,7,15.039014373716633,gurgaon,India,Tier 1
11500000,"welsh,thai",-1,Near Party Hub,2009-02-08,81.2,Tier A Celebrity,65.2,0,1,1,1,0,2.0,Bar,Arabian,2,0,4,5,5,5,10,10.0,4.0,5.0,5,3,4,3,16.48186173853525,unknown,Unknown,Other
18000000,"british,japanese",vsakhapttnam,Near Party Hub,2008-05-05,76.7,Not Specific,83.1,1,1,0,1,1,2.0,Bar,Downtown,3,0,8,4,3,4,6,6.0,,6.0,6,2,5,6,17.245722108145106,visakhapatnam,India,Tier 2
30500000,"tibetan,greek",pune,Near Party Hub,2010-12-27,,Tier A Celebrity,78.2,0,1,1,1,1,2.0,Bar,Italica,4,0,5,6,5,5,7,,4.0,8.0,10,4,1,5,14.600958247775496,pune,India,Tier 1
32500000,"tibetan,greek",Noida,Near Party Hub,2011-03-17,80.6,Tier A Celebrity,80.6,1,1,0,1,1,2.0,Bar,Arabian,3,1,1,4,4,5,9,9.0,6.0,2.0,5,5,3,4,14.381930184804927,noida,India,Tier 1
45000000,"algerian,korean",-1,Near Party Hub,2012-03-20,85.0,Tier A Celebrity,87.0,1,1,1,0,1,1.0,Bar,Greek,4,1,2,7,6,6,10,9.0,,6.0,7,4,2,8,13.371663244353183,unknown,Unknown,Other
36000000,"tibetan,greek",Bangalore,Near Party Hub,2010-05-29,82.0,Not Specific,70.16,1,1,1,1,0,,Bar,Arabian,4,0,10,4,2,4,9,8.0,4.0,2.0,1,0,2,0,15.181382614647502,bangalore,India,Tier 1
45000000,"chinese,salvadorian",-1,Near Party Hub,2009-02-27,91.0,Not Specific,90.91,1,1,1,1,1,2.0,Bar,Greek,4,0,7,5,5,5,9,7.0,3.0,8.0,9,8,3,7,16.42984257357974,unknown,Unknown,Other
30000000,"chinese,salvadorian",Bangalore,Near Business Hub,2010-12-30,87.0,Not Specific,,1,1,1,0,1,2.0,Bar,90's,3,1,2,3,4,2,8,6.0,3.0,9.0,8,6,3,8,14.5927446954141,bangalore,India,Tier 1
31000000,"tibetan,italian",Lucknow,Near Party Hub,2006-08-10,69.0,Not Specific,69.0,1,1,1,1,1,2.0,Bar,Greek,2,0,4,5,4,6,5,9.0,5.0,0.0,4,3,2,6,18.981519507186857,lucknow,India,Tier 2
35000000,"algerian,belgian",Nagpur,Near Party Hub,2007-07-27,74.4,Tier A Celebrity,74.4,1,1,1,1,1,2.0,Bar,Nature,2,0,5,5,4,5,10,8.0,2.0,6.0,9,4,4,7,18.02053388090349,nagpur,India,Tier 2
24000000,"indian,irish",Bhagalpur,Near Party Hub,2009-02-13,79.28,Not Specific,,1,1,0,0,1,2.0,Bar,Nature,3,0,10,6,6,5,10,9.0,,9.0,9,1,2,8,16.468172484599588,bhagalpur,India,Tier 3
44500000,"algerian,algerian",Bangalore,Near Party Hub,2009-05-13,84.96,Not Specific,59.16,1,1,1,1,1,2.0,Bar,90's,2,1,6,4,5,5,9,10.0,4.0,4.0,7,3,6,6,16.22450376454483,bangalore,India,Tier 1
30000000,"tibetan,greek",Bangalore,Near Party Hub,2011-09-07,,Not Specific,78.83,1,1,0,1,1,1.0,Bar,Bettaso,3,0,5,4,4,6,8,9.0,4.0,1.0,7,1,6,6,13.905544147843942,bangalore,India,Tier 1
30000000,"japanese,thai",Chennai,Near Business Hub,2008-06-05,92.8,Not Specific,83.0,1,1,1,1,1,,Caffee,Arabian,4,0,5,3,4,4,10,10.0,4.0,5.0,5,3,3,5,17.16084873374401,chennai,India,Tier 1
22500000,"polish,jewish",Noida,Near Business Hub,2010-02-06,79.4,Tier A Celebrity,67.0,1,1,1,1,1,2.0,Bar,Greek,2,0,7,5,5,4,6,10.0,,8.0,10,5,5,8,15.488021902806297,noida,India,Tier 1
17000000,"polish,jewish",Hyderabad,Near Party Hub,2009-02-11,,Not Specific,,1,1,0,0,1,2.0,Bar,90's,2,1,8,4,3,5,6,6.0,2.0,7.0,6,6,7,6,16.473648186173854,hyderabad,India,Tier 1
